tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	1213	0	live	CLTC	CHC, CHC17, CLH-17L2, Hc, MRD56, CLTC	clathrin heavy chain	clathrin heavy chain 1|clathrin heavy chain on chromosome 17|clathrin, heavy polypeptide (Hc)|clathrin, heavy polypeptide-like 2	17q23.1	17	NC_000017.11	59619689	59696956	plus	33	118955	
9606	Homo sapiens	5216	0	live	PFN1	ALS18	profilin 1	profilin-1|epididymis tissue protein Li 184a|profilin I	17p13.2	17	NC_000017.11	4945650	4949088	minus	3	176610	
9606	Homo sapiens	5725	0	live	PTBP1	HNRNP-I, HNRNPI, HNRPI, PTB, PTB-1, PTB-T, PTB2, PTB3, PTB4, pPTB	polypyrimidine tract binding protein 1	polypyrimidine tract-binding protein 1|57 kDa RNA-binding protein PPTB-1|RNA-binding protein|heterogeneous nuclear ribonucleoprotein I|heterogeneous nuclear ribonucleoprotein polypeptide I|hnRNP I|polypyrimidine tract binding protein (heterogeneous nuclear ribonucleoprotein I)	19p13.3	19	NC_000019.10	797392	812327	plus	16	600693	
9606	Homo sapiens	25942	0	live	SIN3A	WITKOS	SIN3 transcription regulator family member A	paired amphipathic helix protein Sin3a|SIN3 homolog A, transcription regulator|histone deacetylase complex subunit Sin3a|transcriptional co-repressor Sin3A|transcriptional corepressor Sin3a|transcriptional regulator, SIN3A	15q24.2	15	NC_000015.10	75369379	75455819	minus	27	607776	
9606	Homo sapiens	3181	0	live	HNRNPA2B1	HNRNPA2, HNRNPB1, HNRPA2, HNRPA2B1, HNRPB1, IBMPFD2, RNPA2, SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	heterogeneous nuclear ribonucleoproteins A2/B1|HNRNPA2B1/MYC fusion|hnRNP A2 / hnRNP B1|nuclear ribonucleoprotein particle A2 protein	7p15.2	7	NC_000007.14	26189920	26200793	minus	14	600124	
9606	Homo sapiens	7296	0	live	TXNRD1	GRIM-12, TR, TR1, TRXR1, TXNR	thioredoxin reductase 1	thioredoxin reductase 1, cytoplasmic|KM-102-derived reductase-like factor|gene associated with retinoic and IFN-induced mortality 12 protein|gene associated with retinoic and interferon-induced mortality 12 protein|oxidoreductase|testis tissue sperm-binding protein Li 46a|thioredoxin reductase GRIM-12|thioredoxin reductase TR1	12q23.3	12	NC_000012.12	104215779	104350307	plus	18	601112	
10090	Mus musculus	16408	0	live	Itgal	(p180), Cd11a, LFA-1, LFA-1A, Ly-15, Ly-21	integrin alpha L	integrin alpha-L|CD11 antigen-like family member A|alpha L integrin|leukocyte adhesion glycoprotein LFA-1 alpha chain|leukocyte function-associated molecule 1 alpha chain|lymphocyte antigen 15|lymphocyte function associated antigen 1, alpha polypeptide	7 69.44 cM	7	NC_000073.6	127296230	127335137	plus	32		
9606	Homo sapiens	3440	0	live	IFNA2	IFN-alphaA, IFNAB, INFA2, IFNA2	interferon alpha 2	interferon alpha-2|IFN-alpha-2|alpha-2a interferon|interferon alpha 2a|interferon alpha 2b|interferon alpha A|leIF A	9p21.3	9	NC_000009.12	21384255	21385397	minus	1	147562	
9606	Homo sapiens	87	0	live	ACTN1	BDPLT15	actinin alpha 1	alpha-actinin-1|F-actin cross-linking protein|actinin 1 smooth muscle|alpha-actinin cytoskeletal isoform|non-muscle alpha-actinin-1	14q22-q24	14	NC_000014.9	68874123	68979366	minus	24	102575	
9606	Homo sapiens	5230	0	live	PGK1	HEL-S-68p, MIG10, PGKA	phosphoglycerate kinase 1	phosphoglycerate kinase 1|PRP 2|cell migration-inducing gene 10 protein|epididymis secretory sperm binding protein Li 68p|primer recognition protein 2	Xq21.1	X	NC_000023.11	78104169	78126827	plus	11	311800	
10090	Mus musculus	24064	0	live	Spry2	sprouty2	sprouty RTK signaling antagonist 2	protein sprouty homolog 2|sprouty homolog 2|spry-2	14 56.16 cM	14	NC_000080.6	105891947	105896819	minus	3		
9606	Homo sapiens	5048	0	live	PAFAH1B1	LIS1, LIS2, MDCR, MDS, NudF, PAFAH	platelet activating factor acetylhydrolase 1b regulatory subunit 1	platelet-activating factor acetylhydrolase IB subunit alpha|lissencephaly 1 protein|platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)|platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit (45kD)|platelet-activating factor acetylhydrolase, isoform Ib, subunit 1 (45kDa)	17p13.3	17	NC_000017.11	2593210	2685617	plus	16	601545	
9606	Homo sapiens	5339	0	live	PLEC	EBS1, EBSMD, EBSND, EBSO, EBSOG, EBSPA, HD1, LGMD2Q, PCN1, PLEC1b, PLTN, PLEC	plectin	plectin|hemidesmosomal protein 1|plectin 1, intermediate filament binding protein 500kDa	8q24.3	8	NC_000008.11	143915147	143976800	minus	43	601282	
9606	Homo sapiens	4738	0	live	NEDD8	NEDD-8	neural precursor cell expressed, developmentally down-regulated 8	NEDD8|neddylin|ubiquitin-like protein Nedd8	14q12	14	NC_000014.9	24216851	24232370	minus	4	603171	
11676	Human immunodeficiency virus 1	155908	0	live	rev	HIV1gp6	p19	p19|Rev			NC_001802.1	5516	8199	plus	0		
9606	Homo sapiens	7334	0	live	UBE2N	HEL-S-71, UBC13, UBCHBEN; UBC13, UbcH-ben, UbcH13	ubiquitin conjugating enzyme E2 N	ubiquitin-conjugating enzyme E2 N|E2 ubiquitin-conjugating enzyme N|bendless-like ubiquitin conjugating enzyme|epididymis secretory protein Li 71|ubiquitin carrier protein N|ubiquitin conjugating enzyme E2N|ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)|ubiquitin-conjugating enzyme E2N (homologous to yeast UBC13)|ubiquitin-protein ligase N|yeast UBC13 homolog	12q22	12	NC_000012.12	93408312	93442336	minus	3	603679	
9606	Homo sapiens	9588	0	live	PRDX6	1-Cys, AOP2, HEL-S-128m, NSGPx, PRX, aiPLA2, p29	peroxiredoxin 6	peroxiredoxin-6|1-Cys PRX|1-Cys peroxiredoxin|24 kDa protein|acidic calcium-independent phospholipase A2|antioxidant protein 2|epididymis secretory sperm binding protein Li 128m|liver 2D page spot 40|non-selenium glutathione peroxidase|red blood cells page spot 12	1q25.1	1	NC_000001.11	173477347	173488807	plus	5	602316	
9606	Homo sapiens	2821	0	live	GPI	AMF, GNPI, NLK, PGI, PHI, SA-36, SA36	glucose-6-phosphate isomerase	glucose-6-phosphate isomerase|autocrine motility factor|hexose monophosphate isomerase|hexosephosphate isomerase|neuroleukin|oxoisomerase|phosphoglucose isomerase|phosphohexomutase|phosphohexose isomerase|phosphosaccharomutase|sperm antigen-36	19q13.11	19	NC_000019.10	34353330	34402413	plus	20	172400	
9606	Homo sapiens	1643	0	live	DDB2	DDBB, UV-DDB2, XPE	damage specific DNA binding protein 2	DNA damage-binding protein 2|DDB p48 subunit|UV-DDB 2|UV-damaged DNA-binding protein 2|damage-specific DNA binding protein 2, 48kDa|xeroderma pigmentosum group E protein	11p11.2	11	NC_000011.10	47214942	47239218	plus	10	600811	
9606	Homo sapiens	3192	0	live	HNRNPU	EIEE54, GRIP120-AS1, HNRPU, SAF-A, SAFA, U21.1, hnRNP U, pp120, HNRNPU	heterogeneous nuclear ribonucleoprotein U	heterogeneous nuclear ribonucleoprotein U|HNRNPU antisense RNA 1|heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)|nuclear p120 ribonucleoprotein|p120 nuclear protein	1q44	1	NC_000001.11	244850300	244864525	minus	14	602869	
9606	Homo sapiens	5928	0	live	RBBP4	NURF55, RBAP48, lin-53	RB binding protein 4, chromatin remodeling factor	histone-binding protein RBBP4|CAF-1 subunit C|CAF-I 48 kDa subunit|CAF-I p48|MSI1 protein homolog|RBBP-4|chromatin assembly factor 1 subunit C|chromatin assembly factor I p48 subunit|chromatin assembly factor/CAF-1 p48 subunit|nucleosome-remodeling factor subunit RBAP48|retinoblastoma-binding protein 4|retinoblastoma-binding protein p48	1p35.1	1	NC_000001.11	32651148	32686211	plus	13	602923	
9606	Homo sapiens	57591	0	live	MKL1	BSAC, MAL, MKL, MRTF-A	megakaryoblastic leukemia (translocation) 1	MKL/myocardin-like protein 1|basic, SAP and coiled-coil domain|megakaryoblastic leukemia 1 protein|megakaryocytic acute leukemia protein|myocardin-related transcription factor A	22q13.1-q13.2	22	NC_000022.11	40410281	40636862	minus	19	606078	
9606	Homo sapiens	1192	0	live	CLIC1	CL1C1, G6, NCC27	chloride intracellular channel 1	chloride intracellular channel protein 1|RNCC protein|chloride channel ABP|hRNCC|nuclear chloride ion channel 27|nuclear chloride ion channel protein|p64CLCP|regulatory nuclear chloride ion channel protein	6p21.33	6	NC_000006.12	31730581	31737318	minus	7	602872	
9606	Homo sapiens	226	0	live	ALDOA	ALDA, GSD12, HEL-S-87p	aldolase, fructose-bisphosphate A	fructose-bisphosphate aldolase A|aldolase A, fructose-bisphosphate|epididymis secretory sperm binding protein Li 87p|fructose-1,6-bisphosphate triosephosphate-lyase|lung cancer antigen NY-LU-1|muscle-type aldolase	16p11.2	16	NC_000016.10	30053090	30070420	plus	16	103850	
9606	Homo sapiens	10146	0	live	G3BP1	G3BP, HDH-VIII	G3BP stress granule assembly factor 1	ras GTPase-activating protein-binding protein 1|ATP-dependent DNA helicase VIII|DNA helicase VIII|G3BP-1|GAP SH3 domain-binding protein 1|GAP binding protein|GTPase activating protein (SH3 domain) binding protein 1|Ras-GTPase-activating protein SH3-domain-binding protein|RasGAP-associated endoribonuclease G3BP	5q33.1	5	NC_000005.10	151771915	151805354	plus	12	608431	
9606	Homo sapiens	6876	0	live	TAGLN	SM22, SM22-alpha, SMCC1, WS3-10, TAGLN	transgelin	transgelin|22 kDa actin-binding protein|smooth muscle protein 22-alpha|transgelin variant 2	11q23.3	11	NC_000011.10	117199294	117207465	plus	5	600818	
10090	Mus musculus	24063	0	live	Spry1	sprouty1, spry-1	sprouty RTK signaling antagonist 1	protein sprouty homolog 1|inhibitor of receptor tyrosine kinases|sprouty homolog 1	3 B	3	NC_000069.6	37639947	37644599	plus	3		
9606	Homo sapiens	5687	0	live	PSMA6	IOTA, PROS27, p27K	proteasome subunit alpha 6	proteasome subunit alpha type-6|27 kDa prosomal protein|PROS-27|macropain iota chain|macropain subunit iota|multicatalytic endopeptidase complex iota chain|prosomal P27K protein|proteasome (prosome, macropain) subunit, alpha type, 6|proteasome iota chain|proteasome subunit iota|testicular secretory protein Li 44	14q13.2	14	NC_000014.9	35278558	35317479	plus	9	602855	
9606	Homo sapiens	3191	0	live	HNRNPL	HNRPL, P/OKcl.14, hnRNP-L	heterogeneous nuclear ribonucleoprotein L	heterogeneous nuclear ribonucleoprotein L|hnRNP L	19q13.2	19	NC_000019.10	38836378	38852339	minus	16	603083	
9606	Homo sapiens	2526	0	live	FUT4	CD15, ELFT, FCT3A, FUC-TIV, FUTIV, LeX, SSEA-1	fucosyltransferase 4	alpha-(1,3)-fucosyltransferase 4|ELAM ligand fucosyltransferase|ELAM-1 ligand fucosyltransferase|Lewis X|alpha (1,3) fucosyltransferase, myeloid-specific|fucT-IV|fucosyltransferase IV|galactoside 3-L-fucosyltransferase|stage-specific embryonic antigen 1	11q21	11	NC_000011.10	94543851	94549898	plus	1	104230	
9606	Homo sapiens	29843	0	live	SENP1	SuPr-2	SUMO specific peptidase 1	sentrin-specific protease 1|SUMO1/sentrin specific peptidase 1|SUMO1/sentrin specific protease 1|sentrin/SUMO-specific protease SENP1	12q13.11	12	NC_000012.12	48042893	48106308	minus	21	612157	
9606	Homo sapiens	3337	0	live	DNAJB1	HSPF1, Hdj1, Hsp40, RSPH16B, Sis1	DnaJ heat shock protein family (Hsp40) member B1	dnaJ homolog subfamily B member 1|DnaJ (Hsp40) homolog, subfamily B, member 1|dnaJ protein homolog 1|heat shock 40 kDa protein 1|human DnaJ protein 1|radial spoke 16 homolog B	19p13.12	19	NC_000019.10	14514764	14530597	minus	7	604572	
9606	Homo sapiens	506	0	live	ATP5F1B	ATP5B, ATPMB, ATPSB, HEL-S-271	ATP synthase F1 subunit beta	ATP synthase subunit beta, mitochondrial|ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide|epididymis secretory protein Li 271|mitochondrial ATP synthase beta subunit|mitochondrial ATP synthetase, beta subunit	12q13.3	12	NC_000012.12	56638175	56646068	minus	10	102910	
9606	Homo sapiens	10537	0	live	UBD	FAT10, GABBR1-3, UBD	ubiquitin D	ubiquitin D|diubiquitin|ubiquitin-like protein FAT10	6p22.1	6	NC_000006.12	29555612	29559925	minus	2	606050	
9606	Homo sapiens	2936	0	live	GSR	GR, HEL-75, HEL-S-122m	glutathione-disulfide reductase	glutathione reductase, mitochondrial|GRase|epididymis luminal protein 75|epididymis secretory sperm binding protein Li 122m|glutathione S-reductase	8p12	8	NC_000008.11	30678061	30727999	minus	13	138300	
9606	Homo sapiens	10188	0	live	TNK2	ACK, ACK-1, ACK1, p21cdc42Hs	tyrosine kinase non receptor 2	activated CDC42 kinase 1|activated Cdc42-associated kinase 1|activated p21cdc42Hs kinase|tyrosine kinase non-receptor protein 2	3q29	3	NC_000003.12	195863364	195909009	minus	26	606994	
9606	Homo sapiens	2633	0	live	GBP1		guanylate binding protein 1	guanylate-binding protein 1|GBP-1|GTP-binding protein 1|guanine nucleotide-binding protein 1|guanylate binding protein 1, interferon-inducible, 67kDa|huGBP-1|interferon-induced guanylate-binding protein 1	1p22.2	1	NC_000001.11	89052304	89065360	minus	11	600411	
9606	Homo sapiens	498	0	live	ATP5F1A	ATP5A, ATP5A1, ATP5AL2, ATPM, COXPD22, HEL-S-123m, MC5DN4, MOM2, OMR, ORM, hATP1	ATP synthase F1 subunit alpha	ATP synthase subunit alpha, mitochondrial|ATP synthase alpha chain, mitochondrial|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1, cardiac muscle|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 2, non-cardiac muscle-like 2|ATP sythase (F1-ATPase) alpha subunit|epididymis secretory sperm binding protein Li 123m|mitochondrial ATP synthetase, oligomycin-resistant	18q21.1	18	NC_000018.10	46084144	46104233	minus	13	164360	
9606	Homo sapiens	1917	0	live	EEF1A2	EEF1AL, EF-1-alpha-2, EF1A, EIEE33, HS1, MRD38, STN, STNL	eukaryotic translation elongation factor 1 alpha 2	elongation factor 1-alpha 2|eukaryotic elongation factor 1 A-2|statin-S1	20q13.33	20	NC_000020.11	63488012	63499315	minus	8	602959	
9606	Homo sapiens	29072	0	live	SETD2	HBP231, HIF-1, HIP-1, HSPC069, HYPB, KMT3A, LLS, SET2, p231HBP	SET domain containing 2	histone-lysine N-methyltransferase SETD2|huntingtin interacting protein 1|huntingtin yeast partner B|huntingtin-interacting protein B|lysine N-methyltransferase 3A|protein-lysine N-methyltransferase SETD2	3p21.31	3	NC_000003.12	47016408	47164037	minus	26	612778	
9606	Homo sapiens	47	0	live	ACLY	ACL, ATPCL, CLATP	ATP citrate lyase	ATP-citrate synthase|ATP-citrate (pro-S-)-lyase|citrate cleavage enzyme	17q21.2	17	NC_000017.11	41866916	41930542	minus	30	108728	
9606	Homo sapiens	800	0	live	CALD1	CDM, H-CAD, HCAD, L-CAD, LCAD, NAG22	caldesmon 1	caldesmon|testis secretory sperm-binding protein Li 227n	7q33	7	NC_000007.14	134779413	134970729	plus	18	114213	
9606	Homo sapiens	1938	0	live	EEF2	EEF-2, EF-2, EF2, SCA26	eukaryotic translation elongation factor 2	elongation factor 2|polypeptidyl-tRNA translocase	19p13.3	19	NC_000019.10	3976056	3985463	minus	15	130610	
9606	Homo sapiens	2317	0	live	FLNB	ABP-278, ABP-280, AOI, FH1, FLN-B, FLN1L, LRS1, SCT, TABP, TAP	filamin B	filamin-B|ABP-280 homolog|Larsen syndrome 1 (autosomal dominant)|actin binding protein 278|actin-binding-like protein|beta-filamin|filamin B, beta|filamin homolog 1|filamin-3|thyroid autoantigen	3p14.3	3	NC_000003.12	58008400	58172255	plus	48	603381	
9606	Homo sapiens	5688	0	live	PSMA7	C6, HEL-S-276, HSPC, RC6-1, XAPC7	proteasome subunit alpha 7	proteasome subunit alpha type-7|epididymis secretory protein Li 276|proteasome (prosome, macropain) subunit, alpha type, 7|proteasome subunit RC6-1|proteasome subunit XAPC7|proteasome subunit alpha 4|testicular tissue protein Li 151	20q13.33	20	NC_000020.11	62136727	62143458	minus	7	606607	
9606	Homo sapiens	84159	0	live	ARID5B	DESRT, MRF-2, MRF2	AT-rich interaction domain 5B	AT-rich interactive domain-containing protein 5B|ARID domain-containing protein 5B|AT-rich interactive domain 5B (MRF1-like)|MRF1-like protein|modulator recognition factor 2 (MRF2)	10q21.2	10	NC_000010.11	61901254	62096948	plus	12	608538	
9606	Homo sapiens	7453	0	live	WARS	GAMMA-2, HMN9, IFI53, IFP53	tryptophanyl-tRNA synthetase	tryptophan--tRNA ligase, cytoplasmic|hWRS|interferon-induced protein 53|trpRS|tryptophan tRNA ligase 1, cytoplasmic	14q32.2	14	NC_000014.9	100333788	100376343	minus	15	191050	
9606	Homo sapiens	55959	0	live	SULF2	HSULF-2	sulfatase 2	extracellular sulfatase Sulf-2	20q13.12	20	NC_000020.11	47654569	47786616	minus	24	610013	
9606	Homo sapiens	10521	0	live	DDX17	P72, RH70	DEAD-box helicase 17	probable ATP-dependent RNA helicase DDX17|DEAD (Asp-Glu-Ala-Asp) box helicase 17|DEAD (Asp-Glu-Ala-Asp) box polypeptide 17|DEAD box protein p72|DEAD box protein p82|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 17 (72kD)|RNA-dependent helicase p72	22q13.1	22	NC_000022.11	38483438	38506340	minus	13	608469	
9606	Homo sapiens	27183	0	live	VPS4A	SKD1, SKD1A, SKD2, VPS4, VPS4-1	vacuolar protein sorting 4 homolog A	vacuolar protein sorting-associated protein 4A|SKD1-homolog|hVPS4|vacuolar protein sorting factor 4A|vacuolar sorting protein 4	16q22.1	16	NC_000016.10	69311384	69325043	plus	11	609982	
9606	Homo sapiens	1999	0	live	ELF3	EPR-1, ERT, ESE-1, ESX	E74 like ETS transcription factor 3	ETS-related transcription factor Elf-3|E74-like factor 3 (ETS domain transcription factor, serine box, epithelial-specific)|E74-like factor 3 (ets domain transcription factor)|E74-like factor 3 (ets domain transcription factor, epithelial-specific )|epithelial-restricted with serine box|epithelium-restricted Ets protein ESX|epithelium-specific Ets transcription factor 1|ets domain transcription factor, serine box (epithelial-specific)	1q32.1	1	NC_000001.11	202010562	202017188	plus	9	602191	
9606	Homo sapiens	4735	0	live	SEPT2	DIFF6, NEDD-5, NEDD5, Pnutl3, hNedd5	septin 2	septin-2|neural precursor cell expressed, developmentally down-regulated 5	2q37.3	2	NC_000002.12	241315187	241354027	plus	21	601506	
9606	Homo sapiens	5641	0	live	LGMN	AEP1, PRSC1, LGMN	legumain	legumain|asparaginyl endopeptidase|cysteine protease 1|protease, cysteine 1|protease, cysteine, 1 (legumain)	14q32.12	14	NC_000014.9	92703807	92748702	minus	18	602620	
9606	Homo sapiens	306	0	live	ANXA3	ANX3	annexin A3	annexin A3|35-alpha calcimedin|Annexin III (lipocortin III)|PAP-III|annexin III (lipocortin III, 1,2-cyclic-inositol-phosphate phosphodiesterase, placental anticoagulant protein III, calcimedin 35-alpha)|annexin-3|calcimedin 35-alpha|inositol 1,2-cyclic phosphate 2-phosphohydrolase|lipocortin III|placental anticoagulant protein III	4q21.21	4	NC_000004.12	78551588	78610451	plus	14	106490	
9606	Homo sapiens	3434	0	live	IFIT1	C56, G10P1, IFI-56, IFI-56K, IFI56, IFIT-1, IFNAI1, ISG56, P56, RNM561	interferon induced protein with tetratricopeptide repeats 1	interferon-induced protein with tetratricopeptide repeats 1|interferon, alpha-inducible protein (MW 56kD)|interferon-induced 56 kDa protein|interferon-inducible mRNA 561	10q23.31	10	NC_000010.11	89392546	89406487	plus	4	147690	
9606	Homo sapiens	23022	0	live	PALLD	CGI-151, CGI151, MYN, PNCA1, SIH002	palladin, cytoskeletal associated protein	palladin|myoneurin|sarcoma antigen NY-SAR-77	4q32.3	4	NC_000004.12	168497039	168928457	plus	29	608092	
9606	Homo sapiens	8086	0	live	AAAS	AAAb, ADRACALA, ADRACALIN, ALADIN, GL003, AAAS	aladin WD repeat nucleoporin	aladin|Allgrove, triple-A|achalasia, adrenocortical insufficiency, alacrimia	12q13.13	12	NC_000012.12	53307456	53321628	minus	16	605378	
9606	Homo sapiens	5358	0	live	PLS3	BMND18, T-plastin	plastin 3	plastin-3|T fimbrin|T plastin	Xq23	X	NC_000023.11	115560850	115650861	plus	20	300131	
9606	Homo sapiens	4134	0	live	MAP4		microtubule associated protein 4	microtubule-associated protein 4|MAP-4	3p21.31	3	NC_000003.12	47850690	48089279	minus	25	157132	
9606	Homo sapiens	26227	0	live	PHGDH	3-PGDH, 3PGDH, HEL-S-113, NLS, NLS1, PDG, PGAD, PGD, PGDHD, SERA, PHGDH	phosphoglycerate dehydrogenase	D-3-phosphoglycerate dehydrogenase|2-oxoglutarate reductase|3-phosphoglycerate dehydrogenase|epididymis secretory protein Li 113|malate dehydrogenase	1p12	1	NC_000001.11	119711796	119744226	plus	16	606879	
9606	Homo sapiens	5351	0	live	PLOD1	EDS6, EDSKCL1, LH, LH1, LLH, PLOD	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1|lysine hydroxylase|lysyl hydroxlase 1|procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	1p36.22	1	NC_000001.11	11934667	11975542	plus	21	153454	
10090	Mus musculus	24066	0	live	Spry4	A030006O18Rik, sprouty4	sprouty RTK signaling antagonist 4	protein sprouty homolog 4|sprouty homolog 4|spry-4	18 20.5 cM	18	NC_000084.6	38586265	38601268	minus	2		
9606	Homo sapiens	23020	0	live	SNRNP200	ASCC3L1, BRR2, HELIC2, RP33, U5-200KD	small nuclear ribonucleoprotein U5 subunit 200	U5 small nuclear ribonucleoprotein 200 kDa helicase|BRR2 homolog|U5 snRNP-specific 200 kDa protein|activating signal cointegrator 1 complex subunit 3-like 1|bad response to refrigeration 2 homolog|small nuclear ribonucleoprotein 200kDa (U5)|small nuclear ribonucleoprotein, U5 200kDa subunit	2q11.2	2	NC_000002.12	96274336	96305569	minus	45	601664	
9606	Homo sapiens	79026	0	live	AHNAK	AHNAKRS, PM227	AHNAK nucleoprotein	neuroblast differentiation-associated protein AHNAK|AHNAK-related|desmoyokin	11q12.3	11	NC_000011.10	62433542	62546860	minus	9	103390	
9606	Homo sapiens	6233	0	live	RPS27A	CEP80, HEL112, S27A, UBA80, UBC, UBCEP1, UBCEP80	ribosomal protein S27a	ubiquitin-40S ribosomal protein S27a|40S ribosomal protein S27a|epididymis luminal protein 112|ubiquitin C|ubiquitin and ribosomal protein S27a|ubiquitin carboxyl extension protein 80|ubiquitin-CEP80	2p16.1	2	NC_000002.12	55231903	55235853	plus	7	191343	
9606	Homo sapiens	8535	0	live	CBX4	NBP16, PC2	chromobox 4	E3 SUMO-protein ligase CBX4|NS5ATP1-binding protein 16|Pc class 2 homolog|chromobox homolog 4 (Pc class homolog, Drosophila)|chromobox protein homolog 4|chromobox-like protein 4|polycomb 2 homolog	17q25.3	17	NC_000017.11	79833156	79839414	minus	6	603079	
9606	Homo sapiens	11329	0	live	STK38	NDR, NDR1	serine/threonine kinase 38	serine/threonine-protein kinase 38|NDR1 protein kinase|Ndr Ser/Thr kinase-like protein|nuclear Dbf2-related kinase 1	6p21.31	6	NC_000006.12	36493882	36547516	minus	15	606964	
9606	Homo sapiens	23193	0	live	GANAB	G2AN, GIIA, GLUII, PKD3	glucosidase II alpha subunit	neutral alpha-glucosidase AB|alpha-glucosidase 2	11q12.3	11	NC_000011.10	62624826	62646726	minus	26	104160	
9606	Homo sapiens	7086	0	live	TKT	HEL-S-48, HEL107, SDDHD, TK1, TKT	transketolase	transketolase|epididymis luminal protein 107|epididymis secretory protein Li 48	3p21.1	3	NC_000003.12	53224707	53256114	minus	16	606781	
9606	Homo sapiens	1105	0	live	CHD1	PILBOS	chromodomain helicase DNA binding protein 1	chromodomain-helicase-DNA-binding protein 1|ATP-dependent helicase CHD1|CHD-1	5q15-q21.1	5	NC_000005.10	98855204	98929772	minus	40	602118	
9606	Homo sapiens	471	0	live	ATIC	AICAR, AICARFT, HEL-S-70p, IMPCHASE, PURH	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	bifunctional purine biosynthesis protein PURH|5-aminoimidazole-4-carboxamide-1-beta-D-ribonucleotide transformylase/inosinicase|AICAR formyltransferase/IMP cyclohydrolase bifunctional enzyme|AICARFT/IMPCHASE|epididymis secretory sperm binding protein Li 70p|phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	2q35	2	NC_000002.12	215311956	215359745	plus	17	601731	
10090	Mus musculus	211651	0	live	Fancd2	2410150O07Rik, AU015151, BB137857, FA-D2, FA4, FACD, FAD, FANCD	Fanconi anemia, complementation group D2	Fanconi anemia group D2 protein homolog	6 E3	6	NC_000072.6	113531661	113597018	plus	44		
9606	Homo sapiens	9525	0	live	VPS4B	MIG1, SKD1, SKD1B, VPS4-2	vacuolar protein sorting 4 homolog B	vacuolar protein sorting-associated protein 4B|cell migration-inducing 1|cell migration-inducing gene 1 protein|suppressor of K(+) transport growth defect 1|suppressor of K+ transport defect 1|vacuolar protein sorting 4B	18q21.33	18	NC_000018.10	63389190	63422519	minus	12	609983	
9606	Homo sapiens	10576	0	live	CCT2	99D8.1, CCT-beta, CCTB, HEL-S-100n, PRO1633, TCP-1-beta	chaperonin containing TCP1 subunit 2	T-complex protein 1 subunit beta|T-complex protein 1, beta subunit|chaperonin containing TCP1, subunit 2 (beta)|chaperonin containing t-complex polypeptide 1, beta subunit|chaperonin containing t-complex polypeptide 1, subunit 2|epididymis secretory sperm binding protein Li 100n	12q15	12	NC_000012.12	69585428	69601577	plus	17	605139	
9606	Homo sapiens	4666	0	live	NACA	HSD48, NAC-alpha1, skNAC, NACA	nascent polypeptide associated complex subunit alpha	nascent polypeptide-associated complex subunit alpha|alpha-NAC, muscle-specific form|nascent polypeptide-associated complex alpha subunit|nascent-polypeptide-associated complex alpha polypeptide	12q13.3	12	NC_000012.12	56712427	56726275	minus	9	601234	
9606	Homo sapiens	7203	0	live	CCT3	CCT-gamma, CCTG, PIG48, TCP-1-gamma, TRIC5	chaperonin containing TCP1 subunit 3	T-complex protein 1 subunit gamma|T-complex protein 1, gamma subunit|TCP1 (t-complex-1) ring complex, polypeptide 5|chaperonin containing TCP1, subunit 3 (gamma)|hTRiC5	1q22	1	NC_000001.11	156308961	156338415	minus	16	600114	
9606	Homo sapiens	5998	0	live	RGS3	C2PA, RGP3	regulator of G protein signaling 3	regulator of G-protein signaling 3|regulator of G-protein signalling 3	9q32	9	NC_000009.12	113444032	113597743	plus	37	602189	
9606	Homo sapiens	3437	0	live	IFIT3	CIG-49, GARG-49, IFI60, IFIT4, IRG2, ISG60, P60, RIG-G, cig41	interferon induced protein with tetratricopeptide repeats 3	interferon-induced protein with tetratricopeptide repeats 3|CIG49|IFI-60K|IFIT-3|IFIT-4|ISG-60|interferon-induced 60 kDa protein|interferon-induced protein with tetratricopeptide repeats 4|retinoic acid-induced gene G protein	10q23.31	10	NC_000010.11	89327819	89340968	plus	4	604650	
